factor_id,name,category,data_dependency,effective_lag,economic_rationale,direction,owner,tests,status,pit_rule,coverage,missing_ratio,ic_mean,rank_ic_mean,ic_ir,observations,quantile_monotonicity,year_count,yearly_positive_ratio,max_abs_correlation,max_corr_factor,vif_proxy,half_life_days,rank_turnover,gross_top_bottom_spread,estimated_cost_drag,cost_adjusted_spread,regime_count,regime_positive_ratio,worst_regime_rank_ic,regime_stability_note,leakage_suspect,crowding_flag,cost_drag_flag,regime_unstable_flag,trust_status,quarantine_reason
momentum_1,momentum_1,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.995421547170204,0.004578452829795965,0.0027026302457074138,-0.008458337959344527,0.015443164631654434,1309,0.0,6,0.3333333333333333,1.0,reversal_1,20.0,0.207109084555756,0.329704663054944,7.941609486819979e-05,0.0005275274608879104,-0.0004481113660197106,3,0.3333333333333333,-0.05179810186362776,bullish_sideways_bearish_from_pit_market_mean_return,False,True,True,True,watchlist,near_duplicate_factor:reversal_1;crowding_or_cost_watch;negative_after_estimated_cost;regime_unstable
momentum_2,momentum_2,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9946584716985714,0.005341528301428644,-0.0033525216928431403,-0.013222413518601112,-0.01896498506954039,1308,-0.49999999999999994,6,0.16666666666666666,1.0,reversal_2,20.0,1.046569052112533,0.22610040068322476,-0.0006903274953605912,0.00036176064109315966,-0.001052088136453751,3,0.3333333333333333,-0.06621857624607452,bullish_sideways_bearish_from_pit_market_mean_return,False,True,False,True,watchlist,near_duplicate_factor:reversal_2;crowding_or_cost_watch;regime_unstable
momentum_3,momentum_3,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9938953962269387,0.006104603773061323,-0.007334946918922915,-0.01573417180849707,-0.041540963544549496,1307,-0.3,6,0.0,1.0,reversal_3,20.0,1.7542148741070662,0.18341295120425088,-0.0011369459198988941,0.00029346072192680143,-0.0014304066418256956,3,0.0,-0.06506231859883853,bullish_sideways_bearish_from_pit_market_mean_return,False,True,False,True,watchlist,near_duplicate_factor:reversal_3;crowding_or_cost_watch;regime_unstable
momentum_5,momentum_5,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9923692452836733,0.007630754716326682,-0.009825464162478236,-0.016799102148625827,-0.05458194264134806,1305,0.0,6,0.16666666666666666,1.0,reversal_5,20.0,3.1502723955910046,0.14140002411628197,-0.0006899311714168384,0.00022624003858605116,-0.0009161712100028896,3,0.0,-0.05489007777946209,bullish_sideways_bearish_from_pit_market_mean_return,False,True,False,True,watchlist,near_duplicate_factor:reversal_5;crowding_or_cost_watch;regime_unstable
momentum_10,momentum_10,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9885538679255099,0.011446132074490079,-0.01026503585788437,-0.02113685035739125,-0.05405154722500089,1300,0.49999999999999994,6,0.16666666666666666,1.0,reversal_10,20.0,6.385155595998818,0.09992007555227213,0.00027251979207895335,0.0001598721208836354,0.00011264767119531795,3,0.0,-0.02462859427864809,bullish_sideways_bearish_from_pit_market_mean_return,False,True,False,True,watchlist,near_duplicate_factor:reversal_10;crowding_or_cost_watch;regime_unstable
momentum_20,momentum_20,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9809231132091832,0.01907688679081676,-0.008160720351964123,-0.029621373226652616,-0.04084295967585342,1290,0.6,6,0.3333333333333333,1.0,reversal_20,20.0,12.615604580772922,0.07082810334812946,0.0002554363067300736,0.00011332496535700714,0.00014211134137306642,3,0.0,-0.02486249428547908,bullish_sideways_bearish_from_pit_market_mean_return,False,True,False,True,watchlist,near_duplicate_factor:reversal_20;crowding_or_cost_watch;regime_unstable
momentum_40,momentum_40,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9656616037765299,0.034338396223470125,-0.015730331654633545,-0.04205233718688295,-0.07642248261810478,1270,-0.8999999999999998,6,0.0,0.9322758271829915,ma_bias_60,7.641650482918396,23.072602392943175,0.05164463221709491,-0.0016756953734825587,8.263141154735185e-05,-0.0017583267850299106,3,0.0,-0.04947010047144458,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,True,watchlist,regime_unstable
momentum_60,momentum_60,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9504000943438765,0.04959990565612349,-0.007435914883396325,-0.029898756754565436,-0.03534420377252224,1250,0.09999999999999999,6,0.0,0.936504996918548,ma_bias_120,8.132832529184109,31.646549814463206,0.04337424815991682,0.00042995236737534623,6.939879705586692e-05,0.0003605535703194793,3,0.0,-0.05286048418742259,bullish_sideways_bearish_from_pit_market_mean_return,False,False,False,True,watchlist,regime_unstable
momentum_120,momentum_120,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.9046155660459163,0.09538443395408369,-0.01298821423626932,-0.031540110484523286,-0.06183912872050238,1190,-0.7,6,0.16666666666666666,0.9532597163973006,breakdown_low_120,10.953392831165054,47.128598537144505,0.03216346356726884,-0.0008611056038411824,5.146154170763014e-05,-0.0009125671455488126,3,0.0,-0.04902332251805697,bullish_sideways_bearish_from_pit_market_mean_return,False,True,False,True,watchlist,crowding_or_cost_watch;regime_unstable
momentum_240,momentum_240,price_volume,daily_bar,"T+0 close-based, usable from next trade day","captures trend, reversal, and price-location effects that may proxy investor under/over-reaction",higher_is_better,aquant_factor_engine,"coverage,IC,RankIC,ICIR,monotonicity,yearly_stability,corr_vif,crowding,leakage_guard",candidate,computed only from current and historical rows; prediction must trade no earlier than next bar,0.813046509449996,0.186953490550004,0.004674626957824809,-0.0028153390691387295,0.02426867593426333,1070,0.9999999999999999,6,0.3333333333333333,0.9896846654555777,breakdown_low_240,20.0,65.31392371669219,0.023438163513914714,0.0021866615070511475,3.7501061622263545e-05,0.002149160445428884,3,0.3333333333333333,-0.01679677290868938,bullish_sideways_bearish_from_pit_market_mean_return,False,True,False,True,watchlist,near_duplicate_factor:breakdown_low_240;crowding_or_cost_watch;regime_unstable
