date,symbol,event_count_3d,event_count_20d,positive_event_count,negative_event_count,event_risk_count,event_impact_score,event_weighted_impact_score,event_confidence_mean,event_reliability_mean,event_high_reliability_count,event_entity_link_confidence_mean,latest_event_source_reliability,latest_entity_link_confidence,latest_event_type,latest_event_title,latest_event_source,latest_event_source_category,latest_entity_link_method,latest_entity_link_keywords
2025-12-25,000630,1,1,0,1,1,-0.55,-0.15620000000000003,0.7100000000000001,0.4,0,1.0,0.4,1.0,public_opinion_risk,风险: 000630 出现舆情风险提示，需降低事件置信度。,sample_risk_news,sample_demo,explicit_symbol,000630
2025-12-26,000630,1,1,0,1,1,-0.55,-0.15620000000000003,0.7100000000000001,0.4,0,1.0,0.4,1.0,public_opinion_risk,风险: 000630 出现舆情风险提示，需降低事件置信度。,sample_risk_news,sample_demo,explicit_symbol,000630
2025-12-29,000630,3,3,2,1,1,0.02581868545762012,0.012946918488144766,0.7633333333333333,0.39999999999999997,0,0.9095244448372845,0.4,0.78,commodity_shock,有色金属、铜、黄金、锂和稀土资源产业链价格与供给政策受到关注。,sample_policy_news,sample_demo,theme_keyword,"energy,metals,有色,稀土,金属,铜,锂,黄金"
2025-12-30,000630,3,3,2,1,1,0.025818685457620148,0.012946918488144771,0.7633333333333333,0.4,0,0.9095244448372845,0.4,0.78,commodity_shock,有色金属、铜、黄金、锂和稀土资源产业链价格与供给政策受到关注。,sample_policy_news,sample_demo,theme_keyword,"energy,metals,有色,稀土,金属,铜,锂,黄金"
2025-12-31,000630,3,4,3,1,1,0.21121935661339022,0.06361491584058168,0.75,0.4,0,0.941525258649205,0.4,1.0,order_contract,公告: 000630 发布经营进展公告，订单合同和产能信息需要继续跟踪。,sample_announcement,sample_demo,explicit_symbol,000630
2025-12-23,600362,1,1,0,1,1,-0.55,-0.15620000000000003,0.7100000000000001,0.4,0,1.0,0.4,1.0,public_opinion_risk,风险: 600362 出现舆情风险提示，需降低事件置信度。,sample_risk_news,sample_demo,explicit_symbol,600362
2025-12-24,600362,1,1,0,1,1,-0.55,-0.15620000000000003,0.7100000000000001,0.4,0,1.0,0.4,1.0,public_opinion_risk,风险: 600362 出现舆情风险提示，需降低事件置信度。,sample_risk_news,sample_demo,explicit_symbol,600362
2025-12-25,600362,1,1,0,1,1,-0.55,-0.15620000000000003,0.7100000000000001,0.4000000000000001,0,1.0,0.4,1.0,public_opinion_risk,风险: 600362 出现舆情风险提示，需降低事件置信度。,sample_risk_news,sample_demo,explicit_symbol,600362
2025-12-26,600362,2,2,1,1,1,-0.09585063458456072,-0.03109698814022701,0.67,0.4,0,1.0,0.4,1.0,commodity_shock,行业: 有色金属与新能源产业链价格波动，对相关股票形成商品价格冲击。,sample_industry_news,sample_demo,explicit_symbol,600362
2025-12-29,600362,3,4,3,1,1,0.21031284315832313,0.06461561898422279,0.75,0.4,0,0.9284741697726884,0.4,0.78,commodity_shock,有色金属、铜、黄金、锂和稀土资源产业链价格与供给政策受到关注。,sample_policy_news,sample_demo,theme_keyword,"energy,metals,有色,稀土,金属,铜,锂,黄金"
2025-12-24,601899,1,1,0,1,1,-0.55,-0.15620000000000003,0.7100000000000001,0.4,0,1.0,0.4,1.0,public_opinion_risk,风险: 601899 出现舆情风险提示，需降低事件置信度。,sample_risk_news,sample_demo,explicit_symbol,601899
2025-12-25,601899,1,1,0,1,1,-0.55,-0.15620000000000003,0.7100000000000001,0.4,0,1.0,0.4,1.0,public_opinion_risk,风险: 601899 出现舆情风险提示，需降低事件置信度。,sample_risk_news,sample_demo,explicit_symbol,601899
2025-12-26,601899,1,1,0,1,1,-0.55,-0.15620000000000003,0.7100000000000001,0.4000000000000001,0,1.0,0.4,1.0,public_opinion_risk,风险: 601899 出现舆情风险提示，需降低事件置信度。,sample_risk_news,sample_demo,explicit_symbol,601899
2025-12-29,601899,3,3,2,1,1,0.03616548881192493,0.016692428372486485,0.7633333333333333,0.4,0,0.9018303706260073,0.4,0.78,commodity_shock,有色金属、铜、黄金、锂和稀土资源产业链价格与供给政策受到关注。,sample_policy_news,sample_demo,theme_keyword,"energy,metals,有色,稀土,金属,铜,锂,黄金"
2025-12-30,601899,3,4,3,1,1,0.21077937800661153,0.06410060965182869,0.75,0.4,0,0.9351908795302439,0.4,1.0,order_contract,公告: 601899 发布经营进展公告，订单合同和产能信息需要继续跟踪。,sample_announcement,sample_demo,explicit_symbol,601899
